순번,단지명,회사명,시군구,소재지,전화번호,종업원수,대표업종번호,업종번호,업종명,생산품
12229,,(주)경인양행,서구,"인천광역시 서구 건지로 199 (석남동, (주)경인양행인천공장A동) 외 4필지",032-571-7498,181,20132,20132,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",염료
12230,,KH하우징,서구,"인천광역시 서구 봉수대로 163,D동 1층 (가좌동)",032-571-7638,1,16211,16211,"박판, 합판 및 유사 적층판 제조업",건축용패널
12231,,(주)중앙창호,서구,인천광역시 서구 길주로 52 외 1필지,032-571-7771,0,16101,"16101, 16221, 32021, 32029",일반 제재업 외 3 종,"목재, 시스템창호, 주방가구"
12232,,(주)태림플러스,서구,인천광역시 서구 신진말로14번길 4 (가좌동),032-571-7833,22,13102,13102,모 방적업,방모사
12233,,세계철강(주),서구,인천광역시 서구 건지로 127 (석남동),032-571-7936,10,24199,24199,그 외 기타 1차 철강 제조업,중간재철판
12234,,(주)피앤씨코리아,서구,인천광역시 서구 백범로934번길 14 (가좌동),032-571-8080,25,20413,20413,인쇄잉크 및 회화용 물감 제조업,프린터잉크
12235,,(주)금강테크원,서구,인천광역시 서구 보도진로 100-33 (가좌동),032-571-8191,2,29299,29299,그 외 기타 특수목적용 기계 제조업,표면처리기계
12236,,남양목재,서구,"인천광역시 서구 보도진로41번길 28 (가좌동, 남양목재) (총 2 필지)",032-571-8242,6,16101,16101,일반 제재업,"각재,판재(건축자재)"
12237,,(주)대홍,서구,"인천광역시 서구 거북로 30-1, 비동103호 (석남동) 외 2필지",032-571-8640,7,25924,"25924, 25929",절삭가공 및 유사처리업 외 1 종,밸브및자동차부품
12238,,(주)효인산업,서구,인천광역시 서구 북항로120번길 13-26(원창동),032-571-8848,25,25929,25929,그 외 기타 금속가공업,"태양광구조물, 산업용케이스"
12239,,제이케이 컴퍼니,서구,인천광역시 서구 염곡로 114 (가좌동) 1동 3층,032-571-8889,9,13229,13229,기타 직물제품 제조업,비말차단용 마스크
12240,,한미반도체(주),서구,"인천광역시 서구 방축로 327 (가좌동, 한미(주))",032-571-9100,49,29271,29271,반도체 제조용 기계 제조업,반도체조립장비
12241,,한국프레팅(주),서구,"인천광역시 서구 중봉대로240번길 24, 402호 (석남동)",032-571-9231,21,25922,25922,도금업,"전자부품,M.D,오디오부품"
12242,,이천산업서비스,서구,"인천광역시 서구 중봉대로386번길 14 (원창동, A동)",032-571-9294,11,28111,28111,전동기 및 발전기 제조업,"전동기,발전기"
12243,,(주)타이거일렉 제2공장,서구,인천광역시 서구 가정로137번길 34 (가좌동),032-571-9930,34,26222,26222,경성 인쇄회로기판 제조업,인쇄회로기판
12244,,대려통상산업(주),서구,"인천광역시 서구 건지로 74-5,4층 (가좌동)",032-571-9995,21,32019,32019,소파 및 기타 내장가구 제조업,"의자,쇼파"
12245,,(주)에이원우드,서구,인천광역시 서구 북항로193번길 17 (원창동),032-572-0008,2,16102,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,프리어링보드
12246,,(주)에스엔피케미칼,서구,인천광역시 서구 원창로89번길 7 (원창동) 외 5필지,032-572-0114,10,22212,22212,플라스틱 필름 제조업,PP필름.PE필름
12247,,신진엔지니어링,서구,"인천광역시 서구 백범로910번길 19, C동 102호(가좌동)",032-572-0210,3,31202,"25924, 31202",철도차량 부품 및 관련 장치물 제조업 외 1 종,"철도용품, 객화차용 도어부품, 차량용품"
12248,,일성도금,서구,인천광역시 서구 건지로 114 (가좌동),032-572-0435,4,25922,25922,도금업,자동차부품도금
12249,,(주)엔에프인더스,서구,"인천광역시 서구 봉수대로 193, A동 (가좌동)",032-572-0522,12,32029,"16229, 32029",기타 목재가구 제조업 외 1 종,"목제품 및 마루제조, 강마루 및 가구용 보드"
12250,,성우엠앤티,서구,인천광역시 서구 보도진로41번길 10 (가좌동),032-572-0576,6,25941,"25941, 25942, 25999, 28520",볼트 및 너트류 제조업 외 3 종,"볼트,너트,연소기부품"
12251,,(주)엘엠테크,서구,"인천광역시 서구 중봉대로396번길 16 (원창동, A동)",032-572-0911,15,26222,26222,경성 인쇄회로기판 제조업,인쇄회로기판
12252,,세원산업,서구,"인천광역시 서구 건지로109번길 10 (석남동, 세원산업)",032-572-1153,8,29199,29199,그 외 기타 일반목적용 기계 제조업,자판기케이스제작(동전교환기 등)
12253,,(주)대양목재,서구,"인천광역시 서구 보도진로53번길 17 (가좌동, A동)",032-572-1180,15,16101,16101,일반 제재업,제재목
12254,,(주)대양목재,서구,인천광역시 서구 건지로 45-18 (석남동),032-572-1180,10,32019,32019,소파 및 기타 내장가구 제조업,우드슬랩
12255,,우리합판,서구,인천광역시 서구 북항로 49 (석남동),032-572-1231,6,16229,"16229, 16291",기타 건축용 나무제품 제조업 외 1 종,"건축용패널,공구손잡이"
12256,,프리텍,서구,인천광역시 서구 원창로64번길 16-12 (원창동) 외 1필지,032-572-1302,5,25913,"25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,금속케이스
12257,,(주)인천테크,서구,인천광역시 서구 봉수대로 290 (석남동),032-572-1331,7,23991,23991,아스팔트 콘크리트 및 혼합제품 제조업,아스콘
12258,,(주)비에스씨앤씨,서구,인천광역시 서구 건지로86번길 9 (가좌동),032-572-1497,15,20422,20422,"치약, 비누 및 기타 세제 제조업","착색제, 주방세제"
12259,,상원테크,서구,인천광역시 서구 건지로95번길 32-4 (석남동),032-572-1506,2,29294,29294,주형 및 금형 제조업,금형제작
12260,,(주)다함,서구,인천광역시 서구 건지로 88 (가좌동) 2층,032-572-1592,8,13229,13229,기타 직물제품 제조업,마스크
12261,,SNY트랜치,서구,인천광역시 서구 백범로630번길 16 (가좌동) GJ가좌타워 지식산업센터 806호,032-572-1645,3,25999,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,트렌치. 그레이팅
12262,,(주)제노스미디어,서구,"인천광역시 서구 건지로153번길 26-10, 2층, 3층(석남동)",032-572-1676,7,26511,26511,텔레비전 제조업,텔레비젼
12263,,(주)성지라미텍,서구,인천광역시 서구 건지로 43 (석남동) 외 3필지,032-572-1800,8,16103,16103,"목재 보존, 방부처리, 도장 및 유사 처리업",필름가공목재
12264,,낙연레이져,서구,인천광역시 서구 건지로 63 (석남동),032-572-2104,6,25924,25924,절삭가공 및 유사처리업,철판가공품
12265,,나라축산,서구,인천광역시 서구 원창로 79-1 (원창동) 1층,032-572-2170,4,10122,10122,육류 포장육 및 냉동육 가공업 (가금류 제외),"돈육, 우육, 한우 및 수입육의 포장육"
12266,,해피월드,서구,"인천광역시 서구 길주로 16, 4동 (석남동)",032-572-2183,6,25932,25932,일반철물 제조업,"주방씽크선반, 선반"
12267,,(주)강남산업,서구,인천광역시 서구 길주로 32 (석남동),032-572-2428,3,25111,25111,"금속 문, 창, 셔터 및 관련제품 제조업","금속문,방화문"
12268,,(주)돌탑,서구,인천광역시 서구 중봉대로 164 (가좌동),032-572-2511,10,23911,23911,건설용 석제품 제조업,석제품
12269,,(주)삼중화학,서구,인천광역시 서구 가정로77번길 23 (가좌동),032-572-2595,4,22212,"22212, 22213",플라스틱 필름 제조업 외 1 종,시트 및 판제조
12270,,(주)라움,서구,인천광역시 서구 백범로 978 (가좌동) 외 1필지,032-572-2608,14,16103,16103,"목재 보존, 방부처리, 도장 및 유사 처리업","목재건조, 방부"
12271,,월드다이아몬드,서구,"인천광역시 서구 거북로 17, 612호 (석남동)",032-572-2751,5,25934,25934,톱 및 호환성 공구 제조업,다이아몬드공구
12272,,산들마루(주),서구,"인천광역시 서구 북항배후로 45, 2층 일부(원창동)",032-572-3626,19,16102,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,바루판
12273,,한송우드(주),서구,인천광역시 서구 북항배후로 45(원창동),032-572-3626,15,16102,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,마루판
12274,,(주)태양아이엔티,서구,인천광역시 서구 두루물로48번길 34 (오류동),032-572-3632,10,16102,"16101, 16102, 16229, 16300",표면 가공 목재 및 특정 목적용 제재목 제조업 외 3 종,"데크제, 루바제"
12275,,한송우드(주),서구,인천광역시 서구 북항로32번안길 111 (원창동),032-572-3648,15,16102,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,마루판
12276,,(주)디엔에이,서구,인천광역시 서구 건지로250번길 53 (가좌동) 501호,032-572-3691,5,28512,28512,가정용 전기 난방기기 제조업,가정용 전기 난방기기
12277,,(주)케이앤에이치테크,서구,"인천광역시 서구 북항로177번길 22, 마동 (원창동)",032-572-3707,4,25111,"25111, 25112, 25113","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종","신축이음장치,교좌장치,난간,플랜트"
12278,,(주)케이피산업,서구,인천광역시 서구 길주로45번길 16 (석남동),032-572-3811,6,25932,25932,일반철물 제조업,건축배관자재부품
12279,,(주)진서에프티,서구,인천광역시 서구 봉수대로 303-11 (석남동),032-572-3860,15,25923,25923,도장 및 기타 피막처리업,자동차부품 절연코팅
12280,,(주)동화티앤에스,서구,인천광역시 서구 봉수대로 247 (가좌동),032-572-3874,16,29299,"29261, 29299",그 외 기타 특수목적용 기계 제조업 외 1 종,도시가스배관공사용장비
12281,,네오코,서구,인천광역시 서구 북항로193번길 44 (원창동),032-572-4111,7,25991,"25929, 25991, 25993, 29174, 29210, 29250, 29299",금속 캔 및 기타 포장용기 제조업 외 6 종,"부화기,오븐기,절단절곡품"
12282,,(주)네일에이스,서구,인천광역시 서구 봉수대로183번길 14 (가좌동),032-572-4141,24,33999,"31991, 33999",그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,"네일버퍼, 하일"
12283,,(주)부일스틸,서구,인천광역시 서구 가정로37번길 37-21 (가좌동),032-572-4368,4,24290,24290,기타 1차 비철금속 제조업,"스텐레스가공품,"
12284,,세종기업,서구,인천광역시 서구 가좌동 173-258번지,032-572-4582,25,22222,"22222, 29294",설치용 및 위생용 플라스틱제품 제조업 외 1 종,"샤워기,금형"
12285,,(주)광휘,서구,인천광역시 서구 봉수대로162번길 11 (가좌동),032-572-4615,9,16102,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,코팅합판
12286,,농업회사법인 씨엔테크주식회사,서구,"인천광역시 서구 가정로87번길 22, 3층 (가좌동)",032-572-4721,3,29210,29210,농업 및 임업용 기계 제조업,무인방제기
12287,,영동고무,서구,"인천광역시 서구 건지로97번길 21 (석남동, 1동)",032-572-5314,3,20201,20201,합성고무 제조업,비경화고무
12288,,드림에어주식회사,서구,"인천광역시 서구 북항로207번길 13, A동, B동(원창동)",032-572-5315,18,29172,"29171, 29172",공기 조화장치 제조업 외 1 종,"항온항습기, 공기조화기, 제습기"
12289,,태흥피스코(주),서구,인천광역시 서구 염곡로 99 (가좌동) 외 1필지,032-572-5410,22,25913,"25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,금속압형제품
12290,,(주)네오코,서구,인천광역시 서구 북항로193번길 44 (원창동),032-572-5432,18,25991,"25929, 25991, 25992, 25993, 29150, 29174, 29193, 29210, 29250, 29269, 29299",금속 캔 및 기타 포장용기 제조업 외 10 종,"전기오븐기,금속위생용품, 소화장치"
12291,,(주)천우정공,서구,"인천광역시 서구 건지로95번길 53 (석남동, (주)청우정공)",032-572-5556,12,25934,25934,톱 및 호환성 공구 제조업,공업용나이프
12292,,(주)투에스,서구,"인천광역시 서구 가좌로95번길 54, 2층일부 (가좌동)",032-572-5571,4,28422,"28422, 28423",일반용 전기 조명장치 제조업 외 1 종,LED조명기구
12293,,(주)스킨이데아,서구,인천광역시 서구 북항단지로 119 (원창동),032-572-5690,13,20423,20423,화장품 제조업,"마스크팩, 기초화장품"
12294,,(주)에스지세라,서구,인천광역시 서구 북항로207번길 91 (원창동),032-572-5783,8,29133,29133,"탭, 밸브 및 유사장치 제조업","수전금구,탭,밸브"
12295,,한솔솔루션,서구,"인천광역시 서구 건지로109번길 55, 2층 일부 (석남동)",032-572-5902,4,26222,26222,경성 인쇄회로기판 제조업,인쇄회로기판
12296,,(주)그린텍,서구,인천광역시 서구 가정로77번길 20 (가좌동),032-572-6063,13,26222,26222,경성 인쇄회로기판 제조업,인쇄회로기판
12297,,(주)고려다이캐스팅기계,서구,인천광역시 서구 보도진로30번길 16 (가좌동),032-572-6311,5,29230,29230,금속 주조 및 기타 야금용 기계 제조업,다이캐스팅 및 일반산업기계 제작
12298,,(주)대현기공,서구,"인천광역시 서구 가남로 93 (가좌동, 대현기공)",032-572-6705,6,25122,"25122, 25123",금속탱크 및 저장용기 제조업 외 1 종,금속저장용기
12299,,(주)그린리소스,서구,인천광역시 서구 가정로37번길 39 (가좌동),032-572-6939,44,20129,"20129, 25923",기타 기초 무기 화학물질 제조업 외 1 종,"고순도 희토류 금속산화물, 반도체&디스플레이용 세라믹 보호코팅"
12300,,경일산업,서구,인천광역시 서구 원창로89번길 14-12 (원창동) 외 1필지,032-572-7157,28,18119,18119,기타 인쇄업,라벨
12301,,에스와이우드(주),서구,인천광역시 서구 가정로77번길 56 (가좌동),032-572-7182,38,16211,"16101, 16102, 16211, 25112, 25113, 25114, 28422, 33302","박판, 합판 및 유사 적층판 제조업 외 7 종","집성상판목,제재목,표면가공목재, 공원등, 퍼걸러"
12302,,(주)트래코,서구,인천광역시 서구 보도진로42번길 24 (가좌동),032-572-7244,15,22241,"22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 1 종,휴대폰 커넥터
12303,,에스에이치,서구,인천광역시 서구 원창로 83 (원창동) 3층,032-572-7459,6,13229,13229,기타 직물제품 제조업,공산품마스크
12304,,(주)룩센,서구,"인천광역시 서구 거북로 17, 나동 2층 216호(석남동)",032-572-7531,2,28423,28423,전시 및 광고용 조명장치 제조업,LED조명
